uid_number,Name,Node type,articleStudyCoords,articleDOI,processEcosystemOrigin,processEcosystemTarget,processWikidataID,processCURIE,taxonCommonName,taxonAttribute,taxonWikidataID,taxonCURIE,variableWikidataID,variableCURIE
305,Year 1 Grass Emergence,Environmental variable,,,,,,,,,,,,
306,Year 2 Grass Emergence ,Environmental variable,,,,,,,,,,,,
307,Year 1 Forb Emergence ,Environmental variable,,,,,,,,,,,,
308,Year 2 Forb Emergence ,Environmental variable,,,,,,,,,,,,
309,Year 1 Seedling Emergence ,Environmental variable,,,,,,,,,,,,
310,Year 2 Seedling Emergence,Environmental variable,,,,,,,,,,,,
311,Over Winter Survival ,Environmental variable,,,,,,,,,,,,
312,Grass Survival ,Environmental variable,,,,,,,,,,,,
314,Bromus ciliatus,Taxon,,,,,,,Fringed brome ,Emergents per m2,Q4973782,NCBITaxon:254123,,
317,Astragalus canadensis,Taxon,,,,,,,Canada milkvetch,Emergents per m2,Q978116,NCBITaxon:20408,,
318,Geum triflorum,Taxon,,,,,,,Old man's whiskers,Emergents per m2,Q2709956,NCBITaxon:148890,,
319,Linum lewisii,Taxon,,,,,,,Wild Blue Flax,Emergents per m2,Q3113824,NCBITaxon:586382,,
320,Rapid initial recovery and long-term persistence of a bee community in a former landfill,Article,"43.122, -79.237",10.1111/icad.12261,,,,,,,,,,
322,Species Abundance ,Environmental variable,,,,,,,,,,,,
325,Andrena carlini,Taxon,,,,,,,Carlinville miner bee,Abundance,Q2142269,NCBITaxon:205183,,
326,Andrena cressonii,Taxon,,,,,,,Cresson's mining bee,Abundance,Q1842173,NCBITaxon:205180,,
329,Andrena erythronii,Taxon,,,,,,,Trout lily miner bee,Abundance,Q2412515,NCBITaxon:2184723,,
330,Andrena miserabilis,Taxon,,,,,,,Miserable mining bee,Abundance,Q12782075,NCBITaxon:205181,,
332,Andrena nigrihirta,Taxon,,,,,,,Black-haired miner bee,Abundance,Q10733699,,,
333,Andrena wilkella,Taxon,,,,,,,Wilke's mining bee,Abundance,Q2631787,NCBITaxon:205204,,
334,Calliopsis andreniformis,Taxon,,,,,,,Eastern miner bee,Abundance,Q2457231,NCBITaxon:337506,,
335,Pseudopanurgus andrenoides,Taxon,,,,,,,Small black miner bee,Abundance,Q2007321,NCBITaxon:337497,,
336,Anthophora bomboides,Taxon,,,,,,,Bumble-bee-mimic digger bee,Abundance,Q2559988,NCBITaxon:586895,,
337,Anthophora terminalis ,Taxon,,,,,,,Red-tipped digger bee,Abundance,Q2288913,NCBITaxon:597899,,
338,Apis milleigera,Taxon,,,,,,,Honeybee,Abundance,Q30034,NCBITaxon:7460,,
340,Bombus borealis,Taxon,,,,,,,Northern amber bumble bee,Abundance,Q2656536,NCBITaxon:207622,,
342,Bombus fervidus ,Taxon,,,,,,,Golden northern bumble bee,Abundance,Q1929138,NCBITaxon:203811,,
343,Bombus griseocollis,Taxon,,,,,,,brown-belted bumblebee,Abundance,Q2163571,NCBITaxon:207634,,
345,Bombus rufocinctus ,Taxon,,,,,,,Red-belted bumblebee,Abundance,Q2088072,NCBITaxon:207647,,
346,Bombus terricola,Taxon,,,,,,,Yellow-banded bumble bee,Abundance,Q2093558,NCBITaxon:207648,,
347,Bombus vagans,Taxon,,,,,,,Half-black Bumble Bee,Abundance,Q2795860,NCBITaxon:239131,,
351,Melissodes apicata,Taxon,,,,,,,Pickerelweed longhorn bee,Abundance,Q10792609,NCBITaxon:599252,,
352,Melissodes desponsa,Taxon,,,,,,,Thistle long-horned bee,Abundance,Q2168291,,,
355,Nomada bethunei,Taxon,,,,,,,Bethune's cuckoo nomadbee,Abundance,Q1817642,NCBITaxon:601389,,
357,Nomada denticulata ,Taxon,,,,,,,Denticulate cuckoo nomad bee,Abundance,Q2671316,NCBITaxon:601473,,
358,Nomada illinoensis,Taxon,,,,,,,Illinois cuckoo nomad bee,Abundance,Q13682804,NCBITaxon:586923,,
359,Nomada imbricata,Taxon,,,,,,,Imbricate Cuckoo Nomad Bee,Abundance,Q2107899,NCBITaxon:156347,,
360,Nomada luteoloides,Taxon,,,,,,,Yellowish cuckoo nomad bee,Abundance,Q2622547,NCBITaxon:601661,,
361,Nomada maculata,Taxon,,,,,,,Maculated cuckoo nomad bee,Abundance,Q10801583,NCBITaxon:156348,,
362,Triepeolus donatus,Taxon,,,,,,,Thistle longhorn-cuckoo bee,Abundance,Q2616080,,,
363,Triepeolus lunatus,Taxon,,,,,,,Lunate longhorn-cuckoo bee,Abundance,Q10828018,,,
365,Hylaeus affinis,Taxon,,,,,,,Familiar yellow-faced bee,Abundance,Q2235767,NCBITaxon:313023,,
366,Hylaeus annulatus,Taxon,,,,,,,Ringed yellow-faced bee,Abundance,Q2854859,NCBITaxon:586976,,
367,Hylaeus hyalinatus,Taxon,,,,,,,Hyaline yellow-faced bee,Abundance,Q14365671,NCBITaxon:313025,,
368,Hylaeus mesillae,Taxon,,,,,,,Mesilla valley yellow-faced bee,Abundance,Q2088558,NCBITaxon:313019,,
369,Hylaeus sparsus,Taxon,,,,,,,Carrot yellow-faced bee ,Abundance,Q2244633,,,
376,Halictus rubicundus,Taxon,,,,,,,Orange-legged furrow bee,Abundance,Q611128,NCBITaxon:77578,,
377,Lasioglossum admirandum ,Taxon,,,,,,,Admirable sweat bee,Abundance,Q4697324,NCBITaxon:1038972,,
378,Lasioglossum atwoodi,Taxon,,,,,,,Atwood's sweat bee,Abundance,Q2743327,,,
381,Lasioglossum ellisiae,Taxon,,,,,,,Ellis's sweat bee,Abundance,Q21277071,NCBITaxon:593122,,
382,Lasioglossum ephialtum,Taxon,,,,,,,Nightmare sweat bee,Abundance,Q2767952,NCBITaxon:1040581,,
383,Lasioglossum fattigi,Taxon,,,,,,,Fattig's sweat bee,Abundance,Q2583368,NCBITaxon:1039472,,
385,Lasioglossum imitatum,Taxon,,,,,,,Bristle sweat bee,Abundance,Q2155593,NCBITaxon:88493,,
386,Lasioglossum laevissimum,Taxon,,,,,,,Very smooth sweat bee,Abundance,Q2314531,NCBITaxon:1039703,,
389,Lasioglossum paradmirandum,Taxon,,,,,,,Stunning sweat bee,Abundance,Q5492672,NCBITaxon:1040006,,
391,Lasioglossum platyparium ,Taxon,,,,,,,Flat sweat bee,Abundance,Q2265680,NCBITaxon:1040087,,
392,Lasioglossum sagax,Taxon,,,,,,,Sagacious sweat bee,Abundance,Q2868741,NCBITaxon:1040217,,
393,Lasioglossum versatum,Taxon,,,,,,,Experienced sweat bee,Abundance,Q1906692,NCBITaxon:1040515,,
395,Lasioglossum weemsi,Taxon,,,,,,,Weems's sweat bee,Abundance,Q3916316,NCBITaxon:1040536,,
396,Lasioglossum cinctipes,Taxon,,,,,,,Band-footed sweat bee,Abundance,Q2038144,NCBITaxon:88505,,
397,Lasioglossum foxii,Taxon,,,,,,,Fox's sweat bee,Abundance,Q2124577,NCBITaxon:586981,,
399,Leuchalictus leucozonium,Taxon,,,,,,,White-zoned furrow bee,Abundance,Q2601088,NCBITaxon:88532,,
400,Leuchalictus zonulum,Taxon,,,,,,,,Abundance,,,,
401,Sphecodes atlantis,Taxon,,,,,,,Atlantic cuckoo sweat bee,Abundance,Q1915104,,,
403,Sphecodes ranunculi,Taxon,,,,,,,Buttercup cuckoo sweat bee,Abundance,Q2049911,NCBITaxon:115087,,
405,Anthidium manicatum,Taxon,,,,,,,European wool carder bee,Abundance,Q1413325,NCBITaxon:473950,,
406,Anthidium oblongatum,Taxon,,,,,,,Oblong woolcarder bee,Abundance,Q15729877,NCBITaxon:156282,,
407,Chelostoma rapunculi,Taxon,,,,,,,Rampion scissor bee,Abundance,Q2589794,NCBITaxon:549059,,
408,Coelioxys octodentata,Taxon,,,,,,, Eight-toothed cuckoo leafcutter bee,Abundance,Q1957784,NCBITaxon:1879055,,
409,Coelioxys rufitarsis ,Taxon,,,,,,,Red-footed cuckoo leaf-cutter bee,Abundance,Q1926097,NCBITaxon:586899,,
410,Heriades leavitti,Taxon,,,,,,,Leavitt's armored-resin bee,Abundance,Q514411,NCBITaxon:1977931,,
411,Heriades variolosa,Taxon,,,,,,,Small resin bee,Abundance,Q49538191,NCBITaxon:1667513,,
413,Hoplitis producta,Taxon,,,,,,,Produced small-mason,Abundance,Q2145717,NCBITaxon:586903,,
414,Hoplitis spoliata ,Taxon,,,,,,,Wide-horned summer mason bee,Abundance,Q2185855,NCBITaxon:586904,,
415,Megachile brevis,Taxon,,,,,,,Short leafcutter bee,Abundance,Q2588892,NCBITaxon:1452476,,
417,Megachile centuncularis,Taxon,,,,,,,Patchwork leafcutter bee,Abundance,Q725259,NCBITaxon:586906,,
418,Megachile ericetorum,Taxon,,,,,,,Banded mud bee ,Abundance,Q919538,NCBITaxon:888504,,
419,Megachile frigida,Taxon,,,,,,,Frigid leafcutter bee,Abundance,Q2557148,NCBITaxon:586907,,
422,Megachile pugnata,Taxon,,,,,,,Pugnacious leafcutter bee,Abundance,Q1920035,NCBITaxon:156341,,
423,Megachile relativa,Taxon,,,,,,,Relative leafcutter bee ,Abundance,Q2180698,NCBITaxon:1667526,,
424,Megachile rotundata,Taxon,,,,,,,Alfalfa leafcutter bee,Abundance,Q431061,NCBITaxon:143995,,
425,Megachile texana,Taxon,,,,,,,Texas leafcutter bee,Abundance,Q2100391,NCBITaxon:1004199,,
427,Osmia conjuncta,Taxon,,,,,,,Eastern snail shell mason bee,Abundance,Q4581730,NCBITaxon:1404006,,
428,Osmia lignaria,Taxon,,,,,,,Blue orchard bee,Abundance,Q2243042,NCBITaxon:473952,,
430,Osmia simillima,Taxon,,,,,,,Similar mason bee,Abundance,Q2650514,NCBITaxon:586937,,
431,Stelis lateralis,Taxon,,,,,,,Laterally-marked cuckoo carder bee,Abundance,Q10821434,NCBITaxon:1352244,,
432,"Glyphosate, steam and cutting for non-native plant control in Alberta fescue grassland restoration",Article,"49.0459, -113.550",10.1111/avsc.12316,,,,,,,,,,
433,Cutting removal process,Process,,,Temperate alpine grasslands and shrublands,Temperate alpine grasslands and shrublands,,,,,,,,
434,Mechanical fauna control process ,Process,,,Temperate alpine grasslands and shrublands,Temperate alpine grasslands and shrublands,,,,,,,,
435,Herbicide application process,Process,,,Temperate alpine grasslands and shrublands,Temperate alpine grasslands and shrublands,,,,,,,,
436,Native Forb % canopy cover,Environmental variable,,,,,,,,,,,,
437,Native Grass % cover ,Environmental variable,,,,,,,,,,,,
438,Non-native Forb % canopy cover,Environmental variable,,,,,,,,,,,,
439,Non-native Grass % cover,Environmental variable,,,,,,,,,,,,
440,Physiological Score ,Environmental variable,,,,,,,,,,,,
441,Non-Native Species Richness ,Environmental variable,,,,,,,,,,,,
442,Non-Native Species Diversity,Environmental variable,,,,,,,,,,,,
443,Agropyron cristatum ,Taxon,,,,,,,Crested wheatgrass,Canopy Cover,Q578005,NCBITaxon:4593,,
444,Bromus inermis,Taxon,,,,,,,Smooth brome,Canopy Cover,Q159066,NCBITaxon:15371,,
445,Elymus repens,Taxon,,,,,,,Quackgrass,Canopy Cover,Q276262,NCBITaxon:52152,,
446,Poa compressa,Taxon,,,,,,,Canada bluegrass,Canopy Cover,Q159258,NCBITaxon:269373,,
448,Lepidium densiflorum ,Taxon,,,,,,,Peppergrass,Canopy Cover,Q149643,NCBITaxon:200329,,
449,Medicago lupulina,Taxon,,,,,,,Black medic ,Canopy Cover,Q157923,NCBITaxon:47085,,
450,Selective plant foraging and the top-downsuppression of native diversity in a restored prairie,Article,"43.3840, -80.3720",10.1111/1365-2664.12886,,,,,,,,,,
454,Rodent Density ,Environmental variable,,,,,,,,,,,,
455,Native Species Seed Consumption,Environmental variable,,,,,,,,,,,,
456,Oldfield Species Seed Consumption,Environmental variable,,,,,,,,,,,,
457,Rudbeckia hirta,Taxon,,,,,,,Black-eyed susan,Seed Abundance,Q2532820,NCBITaxon:52299,,
458,Elymus canadensis,Taxon,,,,,,,Canada wild rye,Seed Abundance,Q5368479,NCBITaxon:29675,,
459,Bromus kalmii ,Taxon,,,,,,,Kalm's brome,Seed Abundance,Q4973784,NCBITaxon:254131,,
460,Andropogon gerardi,Taxon,,,,,,,Big bluestem,Seed Abundance,Q663311,NCBITaxon:79824,,
461,Lespedeza capitata ,Taxon,,,,,,,Round-headed bushclover ,Seed Abundance,Q1950833,NCBITaxon:571920,,
462,Helianthus divaricatus,Taxon,,,,,,,Woodland sunflower,Seed Abundance,Q3129696,NCBITaxon:73285,,
463,Acer saccharum,Taxon,,,,,,,Sugar Maple,Seed Abundance,Q214733,NCBITaxon:4024,,
464,Oenothera biennis,Taxon,,,,,,,Common evening primrose,Seed Abundance,Q157353,NCBITaxon:3942,,
465,Liatris spicata,Taxon,,,,,,,Dense blazing star,Seed Abundance,Q1797975,NCBITaxon:886939,,
466,Poa palustris,Taxon,,,,,,,Fowl Bluegrass,Seed Abundance,Q161286,NCBITaxon:269377,,
467,Penstemon digitalis,Taxon,,,,,,,Foxglove beardtongue,Seed Abundance,Q2174621,NCBITaxon:265135,,
468,Sorghastrum nutans,Taxon,,,,,,,Indian grass,Seed Abundance,Q3046578,NCBITaxon:79857,,
469,Elymus virginiana,Taxon,,,,,,,Virginia wild rye,Seed Abundance,,,,
470,Schizachyrium scoparium,Taxon,,,,,,,Little bluestem,Seed Abundance,Q3013856,NCBITaxon:79855,,
471,Aster novae-angliae,Taxon,,,,,,,New England aster,Seed Abundance,Q21871639,,,
472,Desmodium canadense,Taxon,,,,,,,Showy tick-trefoil,Seed Abundance,Q5264638,NCBITaxon:932098,,
473,Panicum virgatum,Taxon,,,,,,,Switchgrass,Seed Abundance,Q1466543,NCBITaxon:38727,,
474,Monarda fistulosa,Taxon,,,,,,,Wild bergamot,Seed Abundance,Q1521039,NCBITaxon:39344,,
476,Solidago Canadensis ,Taxon,Oldfield,,,,,,Canada goldenrod,Seed Abundance,Q254436,NCBITaxon:59297,,
477,Conyza canadensis ,Taxon,Oldfield,,,,,,Horseweed,Seed Abundance,Q794305,,,
478,Long-term effects of prairie restoration on plant community structure and native population dynamics,Article,,10.1111/rec.12468,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
479,Mechanical fauna control process ,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
480,Mowing ,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
481,Herbicide application process,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
482,Glyphosate application process,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
483,Native Species Richness ,Environmental variable,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
484,Native Species Establishment,Environmental variable,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
485,Native Species Persistence ,Environmental variable,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
486,Native Species Spread ,Environmental variable,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
487,Exotic Grass Abundance ,Environmental variable,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
489,Balsamorhiza deltoidea,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,Deltoid balsamroot,Percent Cover,Q2881534,NCBITaxon:230198,,
490,Danthonia californica,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,California oatgrass,Percent Cover,Q5221219,NCBITaxon:65975,,
491,Eriophyllum lanatum,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,Common woolly sunflower,Percent Cover,Q2592617,NCBITaxon:149425,,
492,Festuca roemeri,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,Roemer's fescue,Percent Cover,Q17364157,NCBITaxon:368770,,
493,Lomatium spp.,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,Biscuitroot,Percent Cover,Q9023584,NCBITaxon:38650,,
494,Plectritis congesta,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,Shortspur seablus,Percent Cover,Q7204397,NCBITaxon:245828,,
495,Ranunculus occidentalis,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,Western buttercup,Percent Cover,Q7293615,NCBITaxon:286952,,
496,Using Cattle Grazing to Restore a Rough Fescue Prairie Invaded by Kentucky Bluegrass,Article,"52.754344, − 106.106167",10.1016/j.rama.2016.10.008,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
497,Intensional grazing ,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
498,Community Resisitence to invasive species,Environmental variable,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
502,Tallgrass prairie restoration: Implications of increased atmospheric nitrogen deposition when site preparation minimizes adventive grasses,Article,"42.6870,-80.4665",10.1111/rec.12156,,,,,,,,,,
506,Mean total percent cover,Environmental variable,,,,,,,,,,,,
507,Root Biomass ,Environmental variable,,,,,,,,,,,,
508,Plant Productivity ,Environmental variable,,,,,,,,,,,,
514,Artemisia campestris,Taxon,,,,,,,Field wormwood,Percent Cover ,Q783863,NCBITaxon:72337,,
515,Asclepias syriaca,Taxon,,,,,,,Common milkweed,Percent Cover ,Q158295,NCBITaxon:48545,,
516,Asclepias tuberosa,Taxon,,,,,,,Butterfly milkweed,Percent Cover ,Q311131,NCBITaxon:141466,,
517,Euthamia graminifolia,Taxon,,,,,,,Grass-leaved goldenrod,Percent Cover ,Q5414443,NCBITaxon:72935,,
518,Gnaphalium obtusifolium,Taxon,,,,,,,Rabbit Tobacco,Percent Cover ,Q21267523,NCBITaxon:1209488,,
519,Liatris cylindracea,Taxon,,,,,,,Cylindrical blazing-star ,Percent Cover ,Q6540308,NCBITaxon:301150,,
522,Pycnanthemum virginianum,Taxon,,,,,,,Virginia mountain mint ,Percent Cover ,Q7262902,NCBITaxon:392642,,
524,Solidago juncea,Taxon,,,,,,,Early goldenrod,Percent Cover ,Q7557957,NCBITaxon:330184,,
525,Solidago nemoralis,Taxon,,,,,,,Gray goldenrod,Percent Cover ,Q7557960,NCBITaxon:471149,,
526,Symphyotrichum ericoides,Taxon,,,,,,,White heath aster,Percent Cover ,Q7160573,NCBITaxon:481941,,
527,Symphyotrichum laeve,Taxon,,,,,,,Smooth blue aster,Percent Cover ,Q544417,NCBITaxon:691054,,
528,Symphyotrichum oolentangiense,Taxon,,,,,,,Sky-blue aster,Percent Cover ,Q15555426,NCBITaxon:2065954,,
529,Symphyotrichum pilosum,Taxon,,,,,,,Hairy white oldfield aster,Percent Cover ,Q743808,NCBITaxon:526934,,
530,Symphyotrichum urophyllum,Taxon,,,,,,,Arrowhead aster,Percent Cover ,Q15555396,NCBITaxon:526936,,
531,Ambrosia artemisiifolia,Taxon,,,,,,,Common ragweed,Percent Cover ,Q682164,NCBITaxon:4212,,
532,Arabidopsis lyrata,Taxon,,,,,,,Lyre-leaved rockcress,Percent Cover ,Q3206119,NCBITaxon:59689,,
534,Erigeron annuus,Taxon,,,,,,,Annual fleabane,Percent Cover ,Q849411,NCBITaxon:91248,,
535,Gnaphalium viscosum,Taxon,,,,,,,Winged cudweed,Percent Cover ,Q38773547,,,
536,Oxalis dillenii,Taxon,,,,,,,Slender yellow wood-sorrel,Percent Cover ,Q7218395,NCBITaxon:4035,,
537,Symphyotrichum lanceolatum,Taxon,,,,,,,Panicled aste,Percent Cover ,Q2868396,NCBITaxon:526931,,
539,Desmodium paniculatum,Taxon,,,,,,,Panicled tick-trefoil,Percent Cover ,Q5264642,NCBITaxon:343495,,
541,Lupinus perennis,Taxon,,,,,,,Sundial lupine ,Percent Cover ,Q2365593,NCBITaxon:53236,,
542,Equisetum arvense,Taxon,,,,,,,Horsetail,Percent Cover ,Q107592,NCBITaxon:3258,,
543,Anthemis cotula,Taxon,,,,,,,Stinking chamomile,Percent Cover ,Q571357,NCBITaxon:158220,,
544,Cerastium fontanum,Taxon,,,,,,,Mouse-ear chickweed,Percent Cover ,Q9311819,NCBITaxon:230722,,
545,Crepis capillaris,Taxon,,,,,,,Smooth hawksbeard,Percent Cover ,Q1697820,NCBITaxon:13465,,
546,Holosteum umbellatum,Taxon,,,,,,,Jagged chickweed,Percent Cover ,Q159201,NCBITaxon:325497,,
548,Veronica arvensis,Taxon,,,,,,,Corn speedwell,Percent Cover ,Q157903,NCBITaxon:46032,,
550,Do peat amendments to oil sands wet sediments affect Carex aquatilis biomass for reclamation success?,Article,"56.98, -111.506",10.1016/j.jenvman.2014.03.003,,,,,,,,,,
551,Freshwater CT,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
552,Freshwater CTPM,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
553,Freshwater TS,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
554,Freshwater TSPM,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
555,Freshwater PM,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
556,OSPW CT,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
557,OSPW CTPM,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
558,OSPW TS,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
559,OSPW TSPM,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
560,OSPW PM,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
562,Below ground biomass,Environmental variable,,,,,,,,,,,,
563,Chlorophyll a fluorenscence,Environmental variable,,,,,,,,,,,,
564,Soil Moisture Content ,Environmental variable,,,,,,,,,,,,
565,Plant Carbon Content ,Environmental variable,,,,,,,,,,,,
566,Plant Nitrogen Content,Environmental variable,,,,,,,,,,,,
567,Plant Phosporus Content ,Environmental variable,,,,,,,,,,,,
568,Carex aquatilis,Taxon,,,,,,,Water sedge,Biomass,Q159025,NCBITaxon:140788,,
570,Establishment of a native bunch grass and an invasive perennial on disturbed land using straw-amended soil,Article,"53.4167, -113.4833",10.1016/j.jenvman.2012.11.001,,,,,,,,,,
573,Soil Carbon content ,Environmental variable,,,,,,,,,,,,
574,Soil nitrogen content ,Environmental variable,,,,,,,,,,,,
575,Soil available ammonia ,Environmental variable,,,,,,,,,,,,
576,Soil available nitrate (NO3),Environmental variable,,,,,,,,,,,,
577,Soil available phosphate (PO4),Environmental variable,,,,,,,,,,,,
578,Soil available potassium (K),Environmental variable,,,,,,,,,,,,
579,Soil pH,Environmental variable,,,,,,,,,,,,
580,Soil Electricity conductivity,Environmental variable,,,,,,,,,,,,
